"","ID","wc2.1_2.5m_bio_12","wc2.1_2.5m_bio_1","elevacion"
"15139",15139,627,17.1643333435059,1466
"15140",15140,265,16.5050716400146,180
"15141",15141,525,13.7755002975464,1924
"15142",15142,303,16.5096664428711,551
"15143",15143,517,12.0633335113525,2201
"15144",15144,307,16.7151660919189,681
"15145",15145,511,16.9678325653076,1319
"15146",15146,288,16.9153327941895,309
"15147",15147,489,14.7194995880127,2251
"15148",15148,366,12.5303335189819,1324
"15149",15149,879,14.5395002365112,2454
"15150",15150,895,19.494499206543,1810
"15151",15151,1176,12.6785001754761,2760
"15152",15152,666,18.9506664276123,1881
"15153",15153,877,20.824499130249,956
"15154",15154,2426,22.1206665039062,914
"15155",15155,1208,11.5631666183472,2607
"15156",15156,879,14.5395002365112,2454
"15157",15157,639,22.003833770752,436
"15158",15158,667,16.8003330230713,1980
"15159",15159,299,21.9511661529541,250
"15160",15160,1193,16.2740001678467,1751
"15161",15161,262,16.5404167175293,29
"15162",15162,311,16.8201675415039,579
"15163",15163,322,16.1833324432373,631
"15164",15164,881,17.1428337097168,2303
"15165",15165,277,16.9253330230713,261
"15166",15166,322,16.1833324432373,681
"15167",15167,299,16.3813323974609,638
"15168",15168,305,14.9763336181641,1063
"15169",15169,891,20.6149997711182,1615
"15170",15170,571,18.3343334197998,1889
"15171",15171,243,16.8916664123535,73
"15172",15172,336,15.3151664733887,862
"15173",15173,311,16.8201675415039,631
"15174",15174,919,20.2696666717529,1543
"15175",15175,891,20.6149997711182,1615
"15176",15176,393,11.3776664733887,1678
"15177",15177,344,16.773832321167,377
"15178",15178,637,21.0656661987305,638
"15179",15179,1021,10.5753335952759,3495
"15180",15180,781,12.606333732605,2588
"15181",15181,966,12.6281671524048,2713
"15182",15182,595,17.1053333282471,2277
"15183",15183,373,12.6361665725708,1495
"15184",15184,545,13.2786664962769,2269
"15185",15185,613,12.2043333053589,2612
"15186",15186,912,20.5541667938232,1583
"15187",15187,883,19.5278339385986,1651
"15188",15188,768,14.2136669158936,2420
"15189",15189,344,16.773832321167,377
"15190",15190,1078,22.6956672668457,903
"15191",15191,1078,22.6956672668457,903
"15192",15192,1251,17.6235008239746,1795
"15193",15193,1078,22.6956672668457,903
"15194",15194,317,17.0591659545898,377
"15195",15195,884,14.7056665420532,2479
"15196",15196,574,18.4580001831055,1052
"15197",15197,215,23.2496662139893,352
"15198",15198,332,21.6691665649414,485
"15199",15199,884,14.7056665420532,2479
"15200",15200,545,13.2786664962769,2269
"15201",15201,701,15.0155000686646,2458
"15202",15202,307,16.4933338165283,234
"15203",15203,891,20.6149997711182,1583
"15204",15204,467,19.9436664581299,555
"15205",15205,587,13.1948328018188,2433
"15206",15206,1273,24.1943340301514,3
"15207",15207,401,11.3078336715698,1667
"15208",15208,521,13.7861661911011,2269
"15209",15209,521,13.7861661911011,2269
"15210",15210,627,11.9406671524048,2769
"15211",15211,525,13.7755002975464,1924
"15212",15212,918,14.7115001678467,2557
"15213",15213,366,12.5303335189819,1324
"15214",15214,797,15.5190000534058,2317
"15215",15215,525,19.6648330688477,744
"15216",15216,872,17.4558334350586,1952
"15217",15217,885,14.0124998092651,2464
"15218",15218,568,16.3333339691162,2093
"15219",15219,881,14.6831665039062,2338
"15220",15220,307,19.5104999542236,1178
"15221",15221,1065,14.9166669845581,1716
"15222",15222,872,17.4558334350586,1952
"15223",15223,1613,18.4998340606689,1207
"15224",15224,1144,19.4375,1679
"15225",15225,1356,13.5178337097168,2498
"15226",15226,1356,13.5178337097168,2498
"15227",15227,1727,18.476167678833,1279
"15228",15228,1113,14.577166557312,2351
"15229",15229,307,16.4933338165283,234
"15230",15230,912,20.5541667938232,1583
"15231",15231,768,21.8505001068115,597
"15232",15232,784,19.2003326416016,1552
"15233",15233,933,16.8286666870117,1944
"15234",15234,899,17.7185001373291,1810
"15235",15235,254,15.3926668167114,875
"15236",15236,1012,13.771333694458,2479
"15237",15237,276,14.1284999847412,1262
"15238",15238,422,8.64566707611084,2224
"15239",15239,262,15.0846662521362,1054
"15240",15240,393,11.9368333816528,1621
"15241",15241,320,15.356499671936,1194
"15242",15242,1089,14.6391668319702,2307
"15243",15243,553,16.0493335723877,1986
"15244",15244,553,16.0493335723877,1795
"15245",15245,1266,24.1567707061768,8
"15246",15246,307,16.4933338165283,234
"15247",15247,307,16.9050006866455,363
"15248",15248,401,11.3078336715698,1667
"15249",15249,1074,15.6905002593994,2307
"15250",15250,574,18.4580001831055,1052
"15251",15251,300,17.1001663208008,617
"15252",15252,798,17.9098339080811,1944
"15253",15253,366,12.5303335189819,1324
"15254",15254,259,14.451000213623,1543
"15255",15255,290,14.5998334884644,1331
"15256",15256,308,14.456000328064,1114
"15257",15257,768,21.8505001068115,597
"15258",15258,701,15.0155000686646,2458
"15259",15259,768,13.6759996414185,2489
"15260",15260,268,14.914999961853,1013
"15261",15261,253,15.4998331069946,1210
"15262",15262,257,14.801833152771,1222
"15263",15263,883,19.5278339385986,1635
"15264",15264,359,16.3454990386963,789
"15265",15265,1366,15.2565002441406,1925
"15266",15266,1231,19.0468330383301,1489
"15267",15267,1089,14.5831670761108,2401
"15268",15268,807,13.0361661911011,2496
"15269",15269,884,14.7056665420532,2479
"15270",15270,894,14.8319997787476,2500
"15271",15271,1231,19.0468330383301,1489
"15272",15272,1167,20.3255004882812,1489
"15273",15273,440,20.3120002746582,421
"15274",15274,1080,16.0804996490479,2297
"15275",15275,1080,16.0804996490479,2297
"15276",15276,1231,19.0468330383301,1489
"15277",15277,3030,21.3993339538574,1097
"15278",15278,654,21.6655006408691,1771
"15279",15279,692,16.4235000610352,2428
"15280",15280,475,16.3155002593994,2017
"15281",15281,1087,15.1373329162598,2307
"15282",15282,877,20.824499130249,956
"15283",15283,591,14.143666267395,2516
"15284",15284,1087,15.1373329162598,2367
"15285",15285,930,11.4066667556763,2831
"15286",15286,898,21.0686664581299,1488
"15287",15287,862,18.2311668395996,1683
"15288",15288,518,18.6838340759277,942
"15289",15289,411,11.1636667251587,1667
"15290",15290,391,21.4845008850098,338
"15291",15291,905,14.8850002288818,2451
"15292",15292,512,18.824499130249,1362
"15293",15293,806,12.7180004119873,2770
"15294",15294,717,21.8729991912842,644
"15295",15295,578,17.0515003204346,1964
"15296",15296,1074,15.6905002593994,2311
"15297",15297,362,17.69700050354,293
"15298",15298,717,21.8729991912842,644
"15299",15299,512,18.824499130249,1362
"15300",15300,303,16.1854991912842,607
"15301",15301,901,11.453332901001,2920
"15302",15302,302,16.5043983459473,234
"15303",15303,806,12.7180004119873,2770
"15304",15304,905,14.8850002288818,2451
"15305",15305,297,17.0874996185303,370
"15306",15306,512,18.824499130249,1362
"15307",15307,1831,19.9248332977295,944
"15308",15308,977,17.4186668395996,1561
"15309",15309,1347,22.6636657714844,831
"15310",15310,816,15.9458332061768,2202
"15311",15311,521,18.5203342437744,1201
"15312",15312,770,20.9583339691162,815
"15313",15313,941,14.4235000610352,1944
"15314",15314,886,19.6746654510498,1496
"15315",15315,870,11.7233333587646,2638
"15316",15316,1605,18.0761661529541,1656
"15317",15317,419,15.8981666564941,1945
"15318",15318,766,12.9118337631226,2719
"15319",15319,943,13.4475002288818,2810
"15320",15320,766,12.9118337631226,2719
"15321",15321,894,14.8319997787476,2500
"15322",15322,458,14.7690000534058,2427
"15323",15323,741,13.186333656311,2292
"15324",15324,1024,11.5749998092651,3258
"15325",15325,850,21.34983253479,1616
"15326",15326,906,14.1006669998169,2045
"15327",15327,663,22.6648330688477,513
"15328",15328,267,19.280834197998,1045
"15329",15329,1056,13.9871664047241,1569
"15330",15330,1176,23.5459995269775,384
"15331",15331,858,16.8696670532227,2150
"15332",15332,307,14.2358331680298,1244
"15333",15333,529,14.8451671600342,2543
"15334",15334,1089,14.6391668319702,2275
"15335",15335,529,14.8451671600342,2543
"15336",15336,804,12.3660001754761,2546
"15337",15337,911,11.0209999084473,2871
"15338",15338,858,16.8696670532227,2126
"15339",15339,359,16.3454990386963,789
"15340",15340,580,15.9665002822876,1214
"15341",15341,1089,14.6391668319702,2307
"15342",15342,866,15.4653329849243,2388
"15343",15343,294,16.0238342285156,646
"15344",15344,1334,24.4405002593994,426
"15345",15345,1191,17.7536659240723,1914
"15346",15346,1224,19.5769996643066,2243
"15347",15347,1178,20.5066661834717,1420
"15348",15348,1014,16.144832611084,1945
"15349",15349,1143,16.5405006408691,2255
"15350",15350,808,18.7035007476807,1552
"15351",15351,642,19.9016666412354,1887
"15352",15352,1277,21.0551662445068,1858
"15353",15353,1194,18.9506664276123,1583
"15354",15354,1194,18.9506664276123,1583
"15355",15355,1123,23.2709999084473,894
"15356",15356,817,11.9963331222534,2396
"15357",15357,594,14.5626668930054,2290
"15358",15358,1078,12.3699998855591,2974
"15359",15359,1052,13.1596670150757,1981
"15360",15360,1143,16.5405006408691,2255
"15361",15361,1274,22.5300006866455,1131
"15362",15362,1037,15.9463329315186,2139
"15363",15363,1186,24.5405006408691,1354
"15364",15364,1283,22.5553340911865,1203
"15365",15365,1244,11.8149995803833,3037
"15366",15366,1037,15.9463329315186,2139
"15367",15367,1274,22.5300006866455,1131
"15368",15368,872,17.4558334350586,1952
"15369",15369,1022,12.7963333129883,2115
"15370",15370,923,16.4506664276123,2147
"15371",15371,1191,17.7536659240723,1914
"15372",15372,1106,21.8081665039062,605
"15373",15373,1115,20.0323333740234,1373
"15374",15374,829,14.7466669082642,2174
"15375",15375,1274,22.5300006866455,1131
"15376",15376,1375,21.1216659545898,1864
"15377",15377,1491,24.7514991760254,252
"15378",15378,1203,22.4556674957275,1279
"15379",15379,1390,23.1504993438721,975
"15380",15380,1143,16.5405006408691,2255
"15381",15381,1191,17.7536659240723,2161
"15382",15382,1178,20.5066661834717,1420
"15383",15383,1203,20.9274997711182,1164
"15384",15384,698,12.9501667022705,2451
"15385",15385,673,19.6833324432373,1774
"15386",15386,1216,16.7923336029053,1843
"15387",15387,364,21.6245002746582,1586
"15388",15388,1661,23.3290004730225,964
"15389",15389,1123,22.4978332519531,1110
"15390",15390,673,19.6833324432373,2005
"15391",15391,673,19.6833324432373,2005
"15392",15392,1123,22.4978332519531,1110
"15393",15393,1144,20.9166660308838,1179
"15394",15394,1274,22.5300006866455,1131
"15395",15395,1166,19.9079990386963,1559
"15396",15396,527,20.8838329315186,1774
"15397",15397,1207,20.1315002441406,1583
"15398",15398,673,19.6833324432373,2005
"15399",15399,886,18.3110008239746,2005
"15400",15400,1224,19.5769996643066,2243
"15401",15401,838,12.470666885376,2326
"15402",15402,1295,20.5655002593994,1503
"15403",15403,1195,26.2175006866455,410
"15404",15404,1213,21.1746673583984,1557
"15405",15405,806,16.7036666870117,2098
"15406",15406,642,19.9016666412354,1887
"15407",15407,665,13.043833732605,2018
"15408",15408,1152,22.2819995880127,1523
"15409",15409,1181,16.8601665496826,1916
"15410",15410,1072,13.5861663818359,2027
"15411",15411,1203,22.4556674957275,1279
"15412",15412,575,15.9055004119873,2208
"15413",15413,1186,24.5405006408691,1354
"15414",15414,710,23.4541664123535,1482
"15415",15415,1224,10.77649974823,2996
"15416",15416,780,16.3663330078125,2003
"15417",15417,1109,25.6093330383301,845
"15418",15418,849,18.9348335266113,1621
"15419",15419,1200,21.1873340606689,763
"15420",15420,1661,23.3290004730225,964
"15421",15421,673,19.6833324432373,1774
"15422",15422,1279,20.4050006866455,1256
"15423",15423,1279,20.4050006866455,1256
"15424",15424,673,19.6833324432373,2005
"15425",15425,1363,23.7511672973633,903
"15426",15426,1621,23.2518329620361,1100
"15427",15427,1144,20.9166660308838,1179
"15428",15428,461,21.275333404541,697
"15429",15429,304,16.4281673431396,512
"15430",15430,296,14.2228336334229,1331
"15431",15431,770,20.9583339691162,815
"15432",15432,269,17.416166305542,363
"15433",15433,310,16.917667388916,472
"15434",15434,700,23.3099994659424,12
"15435",15435,307,16.9050006866455,363
"15436",15436,320,15.356499671936,1194
"15437",15437,368,13.3211669921875,1265
"15438",15438,307,16.9050006866455,363
"15439",15439,294,17.4500007629395,447
"15440",15440,610,18.2196674346924,1007
"15441",15441,393,16.863166809082,1717
"15442",15442,916,22.2485008239746,1089
"15443",15443,783,13.5881662368774,2645
"15444",15444,618,14.8859996795654,2385
"15445",15445,770,20.9583339691162,815
"15446",15446,270,16.3586673736572,188
"15447",15447,1999,20.9436664581299,568
"15448",15448,1590,17.4018325805664,1436
"15449",15449,1520,17.2656669616699,1310
"15450",15450,823,14.8248329162598,1999
"15451",15451,1876,19.0313339233398,1177
"15452",15452,1520,17.2656669616699,1310
"15453",15453,1590,17.4018325805664,1436
"15454",15454,1520,17.2656669616699,1310
"15455",15455,706,14.1893329620361,2152
"15456",15456,1958,18.9724998474121,1116
"15457",15457,1565,17.3548336029053,1393
"15458",15458,706,14.1893329620361,2152
"15459",15459,1590,17.4018325805664,1436
"15460",15460,1958,18.9724998474121,1116
"15461",15461,1590,17.4018325805664,1436
"15462",15462,2097,20.5436668395996,768
"15463",15463,1565,17.3548336029053,1393
"15464",15464,1590,17.4018325805664,1436
"15465",15465,1983,21.2205009460449,620
"15466",15466,2097,20.5436668395996,768
"15467",15467,706,14.1893329620361,2152
"15468",15468,706,14.1893329620361,2152
"15469",15469,1970,19.5431671142578,792
"15470",15470,881,15.2223329544067,2080
"15471",15471,1782,23.1700000762939,196
"15472",15472,1867,22.6496658325195,297
"15473",15473,2179,21.4031658172607,608
"15474",15474,1958,18.9724998474121,1116
"15475",15475,2179,21.4031658172607,608
"15476",15476,828,13.8431663513184,2001
"15477",15477,1958,18.9724998474121,1116
"15478",15478,1520,17.2656669616699,1310
"15479",15479,2097,20.5436668395996,768
"15480",15480,1876,19.0313339233398,1177
"15481",15481,823,14.8248329162598,1999
"15482",15482,1590,17.4018325805664,1436
"15483",15483,1654,25.1898326873779,455
"15484",15484,2097,20.5436668395996,768
"15485",15485,890,14.7303333282471,1996
"15486",15486,706,14.1893329620361,2152
"15487",15487,1565,17.3548336029053,1393
"15488",15488,1520,17.2656669616699,1310
"15489",15489,828,13.8431663513184,2001
"15490",15490,1520,17.2656669616699,1310
"15491",15491,1902,18.5651664733887,1093
"15492",15492,2097,20.5436668395996,768
"15493",15493,1654,25.1898326873779,455
"15494",15494,1288,16.4169998168945,1631
"15495",15495,2097,20.5436668395996,768
"15496",15496,1970,19.5431671142578,792
"15497",15497,823,14.8248329162598,1999
"15498",15498,823,14.8248329162598,1999
"15499",15499,2097,20.5436668395996,768
"15500",15500,706,14.1893329620361,2152
"15501",15501,828,13.8431663513184,2001
"15502",15502,823,14.8248329162598,1999
"15503",15503,1876,19.0313339233398,1177
"15504",15504,1902,18.5651664733887,1093
"15505",15505,1520,17.2656669616699,1310
"15506",15506,828,13.8431663513184,2001
"15507",15507,1876,19.0313339233398,1177
"15508",15508,1876,19.0313339233398,1177
"15509",15509,275,14.8206663131714,1256
"15510",15510,642,21.6738338470459,602
"15511",15511,608,22.2441673278809,575
"15512",15512,586,21.271333694458,794
"15513",15513,386,21.2199993133545,380
"15514",15514,914,20.5028343200684,1465
"15515",15515,637,21.0656661987305,638
"15516",15516,610,18.2196674346924,1007
"15517",15517,401,13.6569995880127,2033
"15518",15518,628,22.453332901001,577
"15519",15519,626,17.5279998779297,1208
"15520",15520,1128,12.2573328018188,3113
"15521",15521,679,21.0258331298828,602
"15522",15522,297,17.0874996185303,370
"15523",15523,608,22.2441673278809,575
"15524",15524,688,22.6809997558594,513
"15525",15525,512,20.978666305542,707
"15526",15526,358,12.6599998474121,1492
"15527",15527,311,16.8201675415039,469
"15528",15528,305,16.2023334503174,587
"15529",15529,529,19.3561668395996,1007
"15530",15530,262,20.7584991455078,750
"15531",15531,507,19.6341667175293,711
"15532",15532,324,21.9446659088135,116
"15533",15533,530,19.6593322753906,1007
"15534",15534,262,16.5404167175293,103
"15535",15535,416,20.7803325653076,708
"15536",15536,310,16.917667388916,472
"15537",15537,894,15.7933330535889,2195
"15538",15538,2373,22.4729995727539,1549
"15539",15539,1061,10.0071668624878,3092
"15540",15540,839,12.2131671905518,2408
"15541",15541,941,21.125,1273
"15542",15542,715,13.3395004272461,2254
"15543",15543,1223,17.4263324737549,2075
"15544",15544,1455,16.8589992523193,1339
"15545",15545,726,20.5146656036377,1343
"15546",15546,423,13.9391670227051,2179
"15547",15547,858,16.336332321167,2260
"15548",15548,1112,11.0603332519531,2494
"15549",15549,951,22.4370002746582,1073
"15550",15550,559,15.3125,2141
"15551",15551,1180,18.7883338928223,1547
"15552",15552,491,16.136999130249,2412
"15553",15553,810,16.9421672821045,1318
"15554",15554,969,13.9581670761108,2413
"15555",15555,871,11.6640005111694,2665
"15556",15556,963,15.0428333282471,2241
"15557",15557,1101,12.7559995651245,2582
"15558",15558,1070,13.8358335494995,2526
"15559",15559,876,17.6253337860107,2185
"15560",15560,832,23.3096675872803,1224
"15561",15561,1034,10.5991668701172,2615
"15562",15562,702,19.0241661071777,1790
"15563",15563,457,21.405834197998,1640
"15564",15564,1065,15.9856662750244,2166
"15565",15565,1006,10.6406669616699,2487
"15566",15566,1218,13.783166885376,2289
"15567",15567,975,16.6823329925537,2025
"15568",15568,720,13.6491670608521,2374
"15569",15569,616,22.1001663208008,1472
"15570",15570,517,15.3715000152588,2175
"15571",15571,679,11.8123331069946,2528
"15572",15572,822,14.0433330535889,2370
"15573",15573,974,11.4888334274292,2699
"15574",15574,762,14.0044994354248,2444
"15575",15575,1225,17.6773338317871,2016
"15576",15576,1020,26.5768337249756,515
"15577",15577,517,15.3715000152588,2175
"15578",15578,1023,17.7856674194336,1763
"15579",15579,961,20.7331676483154,1567
"15580",15580,695,15.5111665725708,2470
"15581",15581,1707,22.7226657867432,1228
"15582",15582,566,19.1256675720215,1527
"15583",15583,1086,21.4938335418701,914
"15584",15584,329,18.158166885376,1434
"15585",15585,849,19.2561664581299,1776
"15586",15586,758,11.6178331375122,2420
"15587",15587,948,11.0191669464111,2570
"15588",15588,987,11.8648328781128,2605
"15589",15589,987,11.8648328781128,2605
"15590",15590,692,14.8964996337891,1898
"15591",15591,969,13.9581670761108,2413
"15592",15592,779,12.7853336334229,2611
"15593",15593,1138,19.4926662445068,1404
"15594",15594,996,22.8473339080811,991
"15595",15595,908,17.5258331298828,2129
"15596",15596,1017,21.3099994659424,1213
"15597",15597,817,12.3156671524048,2805
"15598",15598,773,14.1148328781128,2604
"15599",15599,997,15.2655000686646,2236
"15600",15600,1330,22.8719997406006,1219
"15601",15601,1330,22.8719997406006,1219
"15602",15602,643,23.6485004425049,887
"15603",15603,997,15.2655000686646,2383
"15604",15604,1124,14.7683334350586,2419
"15605",15605,1533,20.3813343048096,1672
"15606",15606,725,23.3598327636719,902
"15607",15607,1063,17.0009994506836,2057
"15608",15608,1691,22.4733333587646,1612
"15609",15609,1065,15.9873332977295,2125
"15610",15610,2449,21.3791656494141,1161
"15611",15611,1050,16.3939990997314,2271
"15612",15612,269,17.416166305542,294
"15613",15613,1373,14.1476669311523,2275
"15614",15614,1561,24.066499710083,1155
"15615",15615,531,18.0144996643066,1766
"15616",15616,973,16.6198329925537,1828
"15617",15617,920,14.6491670608521,2542
"15618",15618,720,13.6491670608521,2374
"15619",15619,909,16.1653327941895,2328
"15620",15620,653,12.5719995498657,2395
"15621",15621,898,15.8996667861938,2306
"15622",15622,622,23.6748332977295,770
"15623",15623,958,21.7320003509521,1242
"15624",15624,931,22.4411659240723,1191
"15625",15625,997,15.2655000686646,2383
"15626",15626,762,14.0044994354248,2444
"15627",15627,1042,13.6106662750244,2626
"15628",15628,860,18.4928321838379,1053
"15629",15629,896,19.7880001068115,1440
"15630",15630,1391,23.2469997406006,1287
"15631",15631,1535,24.9650001525879,797
"15632",15632,867,18.2185001373291,1754
"15633",15633,390,13.4178333282471,1982
"15634",15634,1160,24.1071662902832,430
"15635",15635,979,16.792667388916,2190
"15636",15636,616,18.5711669921875,1462
"15637",15637,508,12.2843332290649,2089
"15638",15638,1280,16.4486675262451,1798
"15639",15639,683,17.8273334503174,2059
"15640",15640,810,17.644832611084,2195
"15641",15641,758,16.1119995117188,1963
"15642",15642,522,18.6653327941895,1459
"15643",15643,902,20.699499130249,1705
"15644",15644,887,11.6703329086304,2538
"15645",15645,918,17.4990005493164,2087
"15646",15646,1545,21.2481670379639,1414
"15647",15647,954,15.8175001144409,2383
"15648",15648,1062,23.4606666564941,1241
"15649",15649,916,15.5386667251587,2306
"15650",15650,898,15.8996667861938,2306
"15651",15651,954,15.8175001144409,2383
"15652",15652,673,19.6833324432373,1774
"15653",15653,1661,13.1643333435059,2214
"15654",15654,1067,16.1450004577637,2419
"15655",15655,979,23.57200050354,928
"15656",15656,1213,17.5436668395996,2101
"15657",15657,1234,19.0248336791992,1898
"15658",15658,881,22.6453323364258,1346
"15659",15659,695,20.4091663360596,1778
"15660",15660,898,15.8996667861938,2420
"15661",15661,1276,22.9023342132568,911
"15662",15662,916,15.5386667251587,2306
"15663",15663,2140,15.2756671905518,1940
"15664",15664,1993,21.761999130249,462
"15665",15665,995,22.7176666259766,853
"15666",15666,626,23.3436660766602,731
"15667",15667,730,18.3431663513184,1987
"15668",15668,1012,13.771333694458,2760
"15669",15669,1101,19.6688327789307,1501
"15670",15670,898,15.8996667861938,2420
"15671",15671,1370,21.4036674499512,781
"15672",15672,532,16.0023326873779,1901
"15673",15673,643,23.6485004425049,887
"15674",15674,1337,21.0300006866455,1203
"15675",15675,1802,22.9104995727539,817
"15676",15676,960,23.138334274292,1582
"15677",15677,2638,20.4196662902832,941
"15678",15678,1065,15.9873332977295,2125
"15679",15679,715,13.3395004272461,2254
"15680",15680,1463,22.0520000457764,1487
"15681",15681,632,18.0518341064453,1710
"15682",15682,526,13.6868333816528,2227
"15683",15683,667,18.5243339538574,1688
"15684",15684,873,12.9223337173462,2462
"15685",15685,1514,23.6415004730225,814
"15686",15686,829,19.2176666259766,1817
"15687",15687,692,15.5745000839233,1599
"15688",15688,1313,17.4764995574951,1797
"15689",15689,948,11.0191669464111,2570
"15690",15690,1406,22.4008331298828,1176
"15691",15691,1274,23.3173332214355,825
"15692",15692,633,13.2510004043579,1789
"15693",15693,443,18.1660003662109,1956
"15694",15694,1259,17.984167098999,1718
"15695",15695,506,15.3981666564941,2255
"15696",15696,628,14.8728332519531,2211
"15697",15697,456,15.8501663208008,1836
"15698",15698,1076,22.6466674804688,1615
"15699",15699,657,13.3606662750244,2308
"15700",15700,1197,15.5856666564941,1901
"15701",15701,582,12.0241670608521,2360
"15702",15702,2154,20.3993339538574,1232
"15703",15703,520,16.8478336334229,1697
"15704",15704,838,13.3809995651245,2352
"15705",15705,796,12.2965002059937,2907
"15706",15706,860,20.9368343353271,1386
"15707",15707,527,14.3175001144409,2444
"15708",15708,1598,23.4363327026367,1065
"15709",15709,578,15.4048328399658,2492
"15710",15710,572,22.5768337249756,1258
"15711",15711,700,18.5636672973633,2254
"15712",15712,871,11.6640005111694,2757
"15713",15713,409,13.3020000457764,2392
"15714",15714,532,14.9991664886475,2649
"15715",15715,1379,14.9563331604004,1989
"15716",15716,916,18.2756671905518,1900
"15717",15717,1608,22.3255004882812,608
"15718",15718,591,14.8066663742065,2230
"15719",15719,761,13.0336666107178,2731
"15720",15720,588,18.6048336029053,1263
"15721",15721,890,18.9874992370605,1719
"15722",15722,1101,12.7559995651245,2582
"15723",15723,779,12.7853336334229,2611
"15724",15724,1004,17.1958332061768,1909
"15725",15725,941,13.1241664886475,2426
"15726",15726,892,15.5406665802002,2268
"15727",15727,497,16.4200000762939,1878
"15728",15728,856,14.0608329772949,2078
"15729",15729,900,18.1353340148926,2044
"15730",15730,416,20.6124992370605,920
"15731",15731,793,25.0030002593994,61
"15732",15732,980,11.5340003967285,2677
"15733",15733,2477,24.8423328399658,166
"15734",15734,510,14.9421663284302,2130
"15735",15735,1065,15.9856662750244,2166
"15736",15736,926,23.1046676635742,985
"15737",15737,609,18.9050006866455,1791
"15738",15738,842,19.548999786377,1781
"15739",15739,1264,20.4373340606689,1181
"15740",15740,652,15.3068332672119,2378
"15741",15741,684,13.3839998245239,1873
"15742",15742,856,10.8823328018188,2480
"15743",15743,674,18.4861660003662,1881
"15744",15744,781,15.8296670913696,2000
"15745",15745,1060,17.2898330688477,1991
"15746",15746,698,20.9489994049072,1917
"15747",15747,1168,21.9061660766602,603
"15748",15748,477,15.2390003204346,2294
"15749",15749,706,14.0176668167114,2283
"15750",15750,446,23.1663341522217,1368
"15751",15751,575,12.3226671218872,2384
"15752",15752,785,13.7624998092651,2187
"15753",15753,588,13.477499961853,2278
"15754",15754,594,15.0729999542236,2360
"15755",15755,868,22.1778335571289,1426
"15756",15756,907,15.7974996566772,2117
"15757",15757,713,11.6178331375122,2674
"15758",15758,856,10.8823328018188,2480
"15759",15759,529,15.7016668319702,1903
"15760",15760,781,14.2596664428711,2350
"15761",15761,1264,19.6935005187988,1395
"15762",15762,931,24.9883327484131,705
"15763",15763,1031,14.1891670227051,2529
"15764",15764,992,10.7116670608521,2968
"15765",15765,653,18.9759998321533,1198
"15766",15766,501,18.0543327331543,1361
"15767",15767,1330,22.8719997406006,1219
"15768",15768,992,14.835000038147,2384
"15769",15769,648,20.2931671142578,1340
"15770",15770,727,12.6044998168945,2463
"15771",15771,766,11.8696670532227,2227
"15772",15772,547,17.720666885376,1230
"15773",15773,604,12.5748329162598,2369
"15774",15774,773,15.8413333892822,2155
"15775",15775,767,11.2255001068115,2441
"15776",15776,793,15.1569995880127,2253
"15777",15777,961,16.9500007629395,1914
"15778",15778,1023,19.3063335418701,1365
"15779",15779,1003,11.1596670150757,2811
"15780",15780,630,14.7888336181641,2154
"15781",15781,884,20.007999420166,1405
"15782",15782,1057,17.144832611084,2242
"15783",15783,566,14.7490005493164,2449
"15784",15784,1112,16.2369995117188,2696
"15785",15785,566,13.8660001754761,2093
"15786",15786,1463,22.0520000457764,1487
"15787",15787,527,15.7586669921875,2011
"15788",15788,609,14.592999458313,2294
"15789",15789,949,15.8515005111694,2122
"15790",15790,827,16.7604999542236,1820
"15791",15791,721,16.8708324432373,1294
"15792",15792,1033,11.0083332061768,2675
"15793",15793,731,17.8395004272461,1042
"15794",15794,1137,19.8665008544922,1119
"15795",15795,1275,14.1983327865601,1921
"15796",15796,797,15.1941661834717,2344
"15797",15797,603,18.8876667022705,1423
"15798",15798,685,19.3556671142578,1751
"15799",15799,942,16.2961673736572,1963
"15800",15800,1292,20.2964992523193,668
"15801",15801,839,15.2006664276123,2444
"15802",15802,1146,12.5854997634888,2503
"15803",15803,493,18.1911659240723,2136
"15804",15804,506,16.2189998626709,1879
"15805",15805,959,22.4913330078125,986
"15806",15806,586,19.4636669158936,1161
"15807",15807,940,12.3798332214355,2322
"15808",15808,527,15.7586669921875,2011
"15809",15809,506,15.3981666564941,2255
"15810",15810,730,13.5356664657593,2325
"15811",15811,1188,11.9433336257935,1758
"15812",15812,644,20.2828330993652,1602
"15813",15813,1324,25.7138328552246,538
"15814",15814,792,12.8253335952759,2556
"15815",15815,687,11.9499998092651,2467
"15816",15816,839,15.2006664276123,2444
"15817",15817,617,11.8718328475952,2329
"15818",15818,616,18.5711669921875,1462
"15819",15819,506,16.2189998626709,1879
"15820",15820,945,19.4930000305176,1545
"15821",15821,1148,17.5909996032715,1692
"15822",15822,948,15.6070003509521,2162
"15823",15823,980,17.5701675415039,2203
"15824",15824,1113,18.8616676330566,1576
"15825",15825,2134,21.829833984375,1127
"15826",15826,1691,22.4733333587646,1612
"15827",15827,1351,17.3196659088135,1637
"15828",15828,1039,11.349666595459,2854
"15829",15829,1393,24.3071670532227,444
"15830",15830,1065,15.9856662750244,2175
"15831",15831,962,26.390832901001,798
"15832",15832,928,24.9991664886475,1136
"15833",15833,905,18.6979999542236,2025
"15834",15834,1446,24.0091667175293,1012
